label,sentence
sehr freundlich,"Hey, kleiner Freund! Zeig mir deine besten Angebote!"
sehr freundlich,"Guten Tag, mein lieber Händler! Was gibt es Neues bei dir?"
sehr freundlich,"Hallo! Ich freue mich auf unsere Geschäfte. Zeig mir, was du hast!"
sehr freundlich,"Hey, Villager! Deine Waren sind immer die besten. Lass uns handeln!"
sehr freundlich,Hallo mein lieber NPC! Hast du heute etwas Besonderes für mich?
sehr freundlich,"Guten Morgen, mein freundlicher Händler! Zeig mir deine Schätze!"
sehr freundlich,Hallo lieber Villager! Deine Trades sind immer spitze. Was hast du heute für mich?
sehr freundlich,"Schön, dich zu treffen! Welche Waren hast du heute im Angebot?"
sehr freundlich,"Hey, netter Villager! Ich bin bereit für unseren Handel. Zeig mir deine Goods!"
sehr freundlich,"Guten Tag, mein freundlicher Händler! Ich hoffe, du hast etwas Schönes für mich."
sehr freundlich,Hallo! Deine Waren sind immer von bester Qualität. Was hast du heute?
sehr freundlich,"Hey, lieber Villager! Deine Trades machen mich immer glücklich. Zeig mir deine Schätze!"
sehr freundlich,Guten Morgen! Ich freue mich auf unseren Handel. Hast du etwas Besonderes für mich?
sehr freundlich,"Hallo, mein lieber Händler! Deine Waren sind unübertroffen. Zeig mir deine besten Angebote!"
sehr freundlich,"Schön, dich zu sehen! Welche Schätze hast du heute für mich?"
sehr freundlich,"Hey, Villager! Deine Trades sind immer erstklassig. Lass uns handeln!"
sehr freundlich,"Guten Tag, mein freundlicher NPC! Was gibt es Neues bei dir?"
sehr freundlich,Hallo lieber Villager! Ich bin gespannt auf deine heutigen Angebote.
sehr freundlich,"Schön, dich zu treffen! Welche Waren hast du heute für mich?"
sehr freundlich,"Hey, netter Händler! Ich freue mich auf unseren Handel. Zeig mir deine Waren!"
sehr freundlich,"Guten Morgen, mein lieber Villager! Hast du etwas Besonderes für mich?"
sehr freundlich,Hallo! Deine Trades sind immer top. Was hast du heute für mich?
sehr freundlich,"Hey, lieber NPC! Ich bin bereit für unseren Handel. Zeig mir deine Schätze!"
neutral,Gibt es hier in der Nähe einen Schmied?
neutral,"Kannst du mir sagen, wo ich Wasser finde?"
neutral,Hast du schon von den neuesten Gerüchten gehört?
neutral,Sind die anderen Dorfbewohner nett zu dir?
neutral,Bist du öfter hier draußen unterwegs?
neutral,Hast du schon lange deinen aktuellen Beruf?
neutral,Wie gefällt es dir hier im Dorf?
neutral,Hast du eine Lieblingsbeschäftigung?
neutral,Bist du oft in der Taverne anzutreffen?
neutral,Wie wird das Wetter wohl morgen sein?
neutral,Hast du schon mal einen Enderman gesehen?
neutral,Gibt es hier viele Händler im Dorf?
neutral,Hast du eine große Familie?
neutral,Würdest du gerne mal verreisen?
neutral,Könntest du mir den Weg zum nächsten Wald zeigen?
neutral,Hast du schon mal einen Creeper gesehen?
neutral,Wie findest du meine Rüstung?
neutral,Hast du schon mal ein Nether-Portal benutzt?
neutral,Gibt es hier viele Bauernhöfe in der Umgebung?
neutral,Woher kommst du eigentlich?
neutral,Hast du schon mal einen Schatz gefunden?
neutral,Was hältst du von den Dorfältesten?
neutral,Kannst du mir bei einem kleinen Problem helfen?
neutral,Bist du ein guter Handwerker?
neutral,Wie lange lebst du schon hier im Dorf?
unfreundlich,"Hey, du verfluchter Gurkenschäler, zeig mir deine Waren!"
unfreundlich,"Mach schon, du fauler Sack, ich hab keine Zeit für deine Spielchen!"
unfreundlich,"Los, du elender Schnorrer, gib mir bessere Preise!"
unfreundlich,"Hör auf zu sabbern, du ekelhafter Schleimbeutel, und rede Klartext!"
unfreundlich,"Du nutzloser Nichtsnutz, beeil dich mit dem Handel!"
unfreundlich,"Ich schwöre, wenn du nicht endlich was Nützliches hast, schmeiß ich dich in die Lava!"
unfreundlich,"Was glotzt du so, du dämlicher Dorftrottel?"
unfreundlich,"Komm schon, du faules Stück Holz, beweg deinen Hintern!"
unfreundlich,"Zeig mir was Anständiges, du griesgrämiger Griesgram!"
unfreundlich,"Ich kann deine Visage nicht mehr ertragen, du hässlicher Krötenfresser!"
unfreundlich,"Wenn du nicht bald was Vernünftiges anbietest, wirst du es bereuen, du elender Schwindler!"
unfreundlich,"Hast du Hirn wie ein Huhn oder was, du bleichgesichtiger Halunke?"
unfreundlich,"Deine Trades sind so nutzlos wie ein Kaktus im Schneesturm, du Tölpel!"
unfreundlich,"Mach dich nützlich, du faulenzender Faulpelz, oder ich mach dich platt!"
unfreundlich,"Ich hab mehr Intelligenz in meinem kleinen Zeh als du in deinem gesamten Körper, du unförmiger Unhold!"
unfreundlich,"Bist du so begriffsstutzig oder tust du nur so, du schmieriger Schleimscheißer?"
unfreundlich,"Deine Mutter war vermutlich ein Creeper, du explosiver Nichtsnutz!"
unfreundlich,"Ich hab Schleimklumpen, die intelligenter handeln als du, du trauriges Trampeltier!"
unfreundlich,"Du bist so nutzlos wie ein Regenschirm in der Wüste, du ungeschickter Unglücksrabe!"
unfreundlich,"Gib endlich Butter bei die Fische, du lahme Schnecke, oder ich verliere die Geduld!"
unfreundlich,"Du bist so frustrierend wie Sand in den Redstone-Leitungen, du ärgerlicher Ärgernis!"
unfreundlich,"Zeig mir was Gescheites, du griesgrämiger Griesgram!"
unfreundlich,"Deine Trades sind so wertlos wie verzauberte Fischgräten, du ungeschickter Unglücksrabe!"
unfreundlich,"Wenn das alles war, was du zu bieten hast, kannst du dich gleich wieder in deinem Erdloch verkriechen, du schäbiger Schurke!"
sehr freundlich,"Hallo lieber Villager, wie geht es dir heute?"
sehr freundlich,"Schön dich zu sehen, hast du neue Angebote für mich?"
sehr freundlich,"Dein Dorf ist wirklich hübsch, finde ich toll!"
sehr freundlich,"Kannst du mir vielleicht sagen, wo ich ein paar Schafe finden kann?"
sehr freundlich,"Gibt es hier in der Nähe eine Höhle, die du mir empfehlen kannst?"
sehr freundlich,"Hey, ich mag deine Smaragd-Ohrringe, die stehen dir super!"
sehr freundlich,"Welche Trades hast du heute für mich, mein Freund?"
sehr freundlich,"Hast du vielleicht ein paar Tipps, wie ich mich hier am besten zurechtfinde?"
sehr freundlich,"Ich hoffe, du hast einen schönen Tag heute, Villager!"
sehr freundlich,"Danke, dass du immer so geduldig mit mir bist."
sehr freundlich,"Deine Robe ist wirklich schick, wo hast du die her?"
sehr freundlich,Ich schätze deine Hilfe hier im Dorf wirklich sehr.
sehr freundlich,Könntest du mir bitte ein paar Hinweise zum nächsten Dorf geben?
sehr freundlich,"Freut mich, dich wiederzusehen! Was gibt's Neues bei dir?"
sehr freundlich,"Du bist wirklich ein toller Händler, danke für deine Angebote!"
sehr freundlich,"Wie lange lebst du schon hier im Dorf, Villager?"
sehr freundlich,"Deine Farm sieht echt beeindruckend aus, Respekt!"
sehr freundlich,"Ich bewundere deine Fähigkeiten, hier im Dorf zu überleben."
sehr freundlich,"Kannst du mir bitte zeigen, wo sich der Schmied befindet?"
sehr freundlich,Hast du vielleicht Lust später zusammen zu handeln?
sehr freundlich,"Ich finde es klasse, wie du immer ein Lächeln auf den Lippen hast."
sehr freundlich,"Freue mich schon auf unseren nächsten Handel, Villager!"
sehr freundlich,"Danke, dass du immer so freundlich zu mir bist, auch wenn ich manchmal nervig bin."
sehr freundlich,"Hast du vielleicht einen Tipp, wie ich ein eigenes Haus bauen kann?"
sehr freundlich,"Ich schätze deine Freundlichkeit wirklich sehr, danke dafür!"
neutral,Wie geht es dir?
neutral,Kannst du mir etwas über deine Dorfbewohner erzählen?
neutral,Gibt es hier in der Nähe einen Händler?
neutral,Hast du schon mal einen Enderman gesehen?
neutral,Wie gefällt es dir hier in deinem Dorf?
neutral,Was hältst du von den umliegenden Landschaften?
neutral,Hast du einen Lieblingsplatz hier in der Gegend?
neutral,Bist du oft mit anderen Dorfbewohnern in Kontakt?
neutral,Wie lange lebst du schon hier?
neutral,Welche Pflanzen wachsen hier besonders gut?
neutral,Hast du schon mal einen Creeper in der Nähe gehabt?
neutral,Kennst du dich gut in der Umgebung aus?
neutral,Was hältst du von den Bauwerken hier im Dorf?
neutral,Hast du schon mal einen Schatz hier in der Nähe gefunden?
neutral,Gibt es hier in der Nähe einen Schmied?
neutral,Hast du schon mal eine Höhle erforscht?
neutral,Wie findest du das Wetter hier in der Gegend?
neutral,Hast du schon mal einen Dorfbewohner beim Handeln beobachtet?
neutral,Kennst du dich gut mit den Pflanzen und Tieren hier aus?
neutral,Hast du schon mal eine Kuh gemolken?
neutral,Wie viele Tiere hast du hier in deinem Dorf?
neutral,Bist du ein guter Jäger?
neutral,Hast du schon mal eine der umliegenden Minen erkundet?
neutral,Hast du schon mal einen Wolf gezähmt?
neutral,"Was machst du in deiner Freizeit, wenn du nicht handelst?"
unfreundlich,{
unfreundlich,"""sentences"": [""Was für ein nutzloser Villager bist du denn? Gib mir endlich das, was ich will!"", ""Hey, du verdammter Nichtsnutz, beeil dich mit deinen Trades!"", ""Wieso bist du so dumm, dass du nicht mal vernünftige Angebote machen kannst?"", ""Sag mir sofort, was du zu bieten hast, du faules Stück Scheiße!"", ""Ich wünschte, ich könnte dich einfach in den nächsten Lavasee werfen, du erbärmlicher Dorfdepp!"", ""Hör auf, mich so lange warten zu lassen, du ungeschickter Trottel!"", ""Deine Trades sind so miserabel, du könntest genauso gut gar nichts anbieten!"", ""Wie kannst du es wagen, mir so eine Scheiße anzubieten?!"", ""Mach schneller, du nutzloser Villager, ich habe keine Zeit für deine Inkompetenz!"", ""Wenn du nicht sofort bessere Trades hast, werde ich dich persönlich aus diesem Dorf vertreiben!"", ""Verdammter Mistkerl, deine Trades sind ein Witz!"", ""Ich frage mich, ob du überhaupt einen Funken Intelligenz besitzt, du erbärmliches Geschöpf!"", ""Ich habe in meinem Leben noch nie so einen unfähigen Villager wie dich getroffen!"", ""Entweder du bietest mir bessere Trades an oder du wirst die Konsequenzen spüren, du elender Nichtsnutz!"", ""Wenn du nicht sofort aufhörst, mich zu verarschen, werde ich diesem Dorf den Rücken kehren, du armseliger Tölpel!"", ""Ich kann nicht fassen, dass du es wagst, mir so ein lächerliches Angebot zu machen, du elender Schurke!"", ""Deine Trades sind so schlecht, dass selbst ein Schwein bessere Geschäfte abschließen könnte!"", ""Was zur Hölle denkst du dir dabei, mir solche lächerlichen Trades anzubieten?"", ""Wenn du nicht gleich vernünftige Angebote machst, verprügle ich dich persönlich, du elender Wicht!"", ""Ich habe das Gefühl, du bist absichtlich so unfähig, um mich zu ärgern, du verfluchter Schuft!"", ""Ich habe genug von deiner Inkompetenz, du erbärmlicher Villager! Ändere deine Trades, bevor ich ausraste!"", ""Wenn du nicht endlich vernünftige Preise anbietest, werde ich dich zur Schnecke machen, du elender Lump!"", ""Es ist eine Frechheit, dass du es wagst, mir so eine Scheiße anzubieten, du verdammter Schurke!"", ""Ich bin es leid, mit dir zu verhandeln, du unversch"
sehr freundlich,Hallo lieber Villager! Bist du heute gut drauf?
sehr freundlich,Guten Tag! Hast du vielleicht ein paar tolle Angebote für mich?
sehr freundlich,"Hey, wie geht's? Zeig mir doch mal, was du zu bieten hast!"
sehr freundlich,"Hallo! Ich hoffe, du hast heute gute Preise für mich."
sehr freundlich,"Guten Morgen! Ich freue mich darauf, mit dir zu handeln."
sehr freundlich,Hey du! Deine Trades sind immer so interessant!
sehr freundlich,Hallo Villager! Du siehst heute besonders hübsch aus.
sehr freundlich,Guten Tag! Du machst deinen Job wirklich gut.
sehr freundlich,"Hey! Ich bin gespannt, was du heute für mich hast."
sehr freundlich,"Hallo lieber Villager! Ich hoffe, du kannst mir helfen."
sehr freundlich,Guten Morgen! Du bist wirklich ein toller Händler!
sehr freundlich,Hallo! Ich schätze deine Trades wirklich sehr.
sehr freundlich,"Hey, wie geht es dir? Ich freue mich auf unsere Geschäfte."
sehr freundlich,Hallo Villager! Deine Lebensfreude ist ansteckend.
sehr freundlich,Guten Tag! Ich bin immer wieder beeindruckt von deinem Angebot.
sehr freundlich,"Hey! Ich bin bereit, mit dir zu handeln, wenn du es auch bist."
sehr freundlich,"Hallo! Es ist immer schön, mit dir zu sprechen."
sehr freundlich,Guten Morgen! Deine Freundlichkeit ist wirklich bemerkenswert.
sehr freundlich,"Hallo lieber Villager! Ich hoffe, du hast etwas Besonderes für mich."
sehr freundlich,Guten Tag! Du machst das wirklich großartig!
sehr freundlich,Hey du! Dein Lächeln macht meinen Tag gleich viel besser.
sehr freundlich,"Hallo Villager! Danke, dass du immer so geduldig bist."
sehr freundlich,Guten Tag! Deine Trades sind immer eine Bereicherung für mich.
sehr freundlich,"Hey! Ich bin froh, dass du hier bist, um mir zu helfen."
sehr freundlich,Hallo! Deine Arbeit hier ist wirklich geschätzt und wichtig.
neutral,Kannst du mir helfen?
neutral,Hast du schon lange hier gewohnt?
neutral,Wie geht es dir?
neutral,Bist du öfter hier draußen?
neutral,Hast du schon viele Reisende gesehen?
neutral,Was für Ressourcen hast du?
neutral,Ist hier immer so viel los?
neutral,Wie ist das Wetter draußen?
neutral,Hast du Familie hier?
neutral,Gibt es hier viele Gefahren?
neutral,Hast du schon mal einen Enderman gesehen?
neutral,Was hältst du von der Umgebung hier?
neutral,Hast du schon von der Legende des Herobrine gehört?
neutral,Wie lange arbeitest du schon als Händler?
neutral,Gibt es hier eine Bibliothek?
neutral,Hast du schon mal einen Schatz gefunden?
neutral,Kannst du mir ein paar gute Tipps geben?
neutral,Was ist dein Lieblingshandelsangebot?
neutral,Kennt ihr hier gute Schmiede?
neutral,Hast du schon mal einen Creeper explodieren sehen?
neutral,Hast du schon mal Probleme mit Zombies gehabt?
neutral,Hast du schon mal in einem Dorf gelebt?
neutral,Wie findest du das Leben hier?
neutral,"Ist es schwer, als Händler zu überleben?"
neutral,"Kannst du mir sagen, wo ich hier gute Rohstoffe finde?"
unfreundlich,"Hey, du nutzloser Villager, zeig mir deine Waren!"
unfreundlich,Was für ein fauler Sack bist du denn?
unfreundlich,"Los jetzt, du dreckiger NPC, mach schon!"
unfreundlich,"Gib endlich her mit den besseren Deals, du Versager!"
unfreundlich,"Ich schwöre, wenn du nicht bald antwortest, raste ich aus!"
unfreundlich,"Was zum Teufel ist los mit deinem Angebot, du Vollpfosten?"
unfreundlich,"Na los, du faules Stück Software, beweg deinen Hintern!"
unfreundlich,"Dir sollte man echt den Stecker ziehen, du nutzloser Villager!"
unfreundlich,"Mach schon, du unnützer Dorftrottel, ich will handeln!"
unfreundlich,"Gib mir endlich das, was ich will, du elender Nichtsnutz!"
unfreundlich,"Unglaublich, wie unfähig du bist, du lächerliche Kreatur!"
unfreundlich,Was bist du eigentlich für ein elender Versager?
unfreundlich,"Hör auf so herumzudrucksen, du elender Feigling!"
unfreundlich,"Du bist wirklich das Letzte, du erbärmlicher Wicht!"
unfreundlich,"Würdest du bitte schneller arbeiten, du faules Stück Elend?"
unfreundlich,"Ich kann es nicht fassen, wie dumm du bist, du armselige Kreatur!"
unfreundlich,Bist du zu dumm zum Handeln oder tust du nur so?
unfreundlich,"Mach endlich mal was Sinnvolles und zeig mir deine Waren, du Trottel!"
unfreundlich,"Du bist echt ein Meister der Inkompetenz, oder?"
unfreundlich,"Ich wünschte, du wärst nie programmiert worden, du nutzloser Villager!"
unfreundlich,"Es ist echt traurig, wie unfähig du bist, du erbärmliche Kreatur!"
unfreundlich,Wie kann jemand nur so unglaublich nutzlos sein wie du?
unfreundlich,"Sag mir endlich, was ich wissen will, du verdammter Dummkopf!"
unfreundlich,"Du bist so dumm, dass es schon wehtut, dich anzusehen, du Versager!"
sehr freundlich,Hallo lieber Villager! Wie geht es dir heute?
sehr freundlich,"Schön, dich zu sehen, lieber Villager!"
sehr freundlich,Kannst du mir etwas über deine Dorfbewohner erzählen?
sehr freundlich,"Ich schätze deine Handelsangebote wirklich sehr, lieber Villager."
sehr freundlich,"Danke, dass du immer so geduldig bist, lieber Villager."
sehr freundlich,"Deine Freundlichkeit macht das Handeln gleich doppelt so schön, lieber Villager."
sehr freundlich,"Ich hoffe, du hast genug Ruhepausen zwischen den ganzen Handelsvorgängen, lieber Villager."
sehr freundlich,"Dein Dorf ist wirklich wunderschön, lieber Villager."
sehr freundlich,"Ich bewundere deine Fähigkeiten im Handel, lieber Villager."
sehr freundlich,"Es ist immer eine Freude, mit dir Geschäfte zu machen, lieber Villager."
sehr freundlich,"Deine Gesellschaft ist wirklich erfrischend, lieber Villager."
sehr freundlich,"Kannst du mir ein paar Tipps für den Handel geben, lieber Villager?"
sehr freundlich,"Ich danke dir von Herzen für deine großzügigen Angebote, lieber Villager."
